0.51028,0.873,1.2567,1.6477,2.0629,2.4857,2.9126,3.3481,3.8078,4.271,4.7441,5.2267,5.7325,6.2533,6.7854,7.3294,7.8933,8.4832,9.096,9.7246,10.374,11.041,11.751,12.488,13.252,14.039,14.857,15.711,16.619,17.557,18.535,19.545,20.603,21.715,22.887,24.1,25.369,26.687,28.075,29.54,31.076,32.677,34.356,36.11,37.981,39.956,42.029,44.217,46.51,48.958
0.43364,0.74226,1.0688,1.4021,1.7562,2.1179,2.484,2.8578,3.2543,3.6552,4.0659,4.486,4.926,5.3825,5.8507,6.3309,6.8274,7.3483,7.8932,8.4543,9.0343,9.6324,10.262,10.923,11.608,12.317,13.052,13.813,14.625,15.47,16.344,17.25,18.192,19.178,20.219,21.297,22.417,23.578,24.798,26.082,27.427,28.824,30.286,31.809,33.438,35.151,36.949,38.842,40.827,42.966
0.40402,0.69086,0.99289,1.3,1.6257,1.9541,2.2841,2.6227,2.9745,3.3257,3.6821,4.0476,4.4276,4.8109,5.1986,5.5971,6.0125,6.4367,6.8687,7.3066,7.7675,8.2433,8.7327,9.2287,9.7401,10.28,10.841,11.411,12,12.607,13.254,13.92,14.604,15.313,16.05,16.833,17.64,18.476,19.34,20.254,21.216,22.214,23.253,24.33,25.482,26.688,27.948,29.268,30.641,32.118
0.34391,0.58737,0.84233,1.1014,1.3737,1.6451,1.9155,2.1955,2.4785,2.7565,3.0381,3.3296,3.6183,3.9049,4.1981,4.4987,4.7962,5.0943,5.4027,5.7153,6.025,6.3418,6.6694,7.0005,7.3278,7.6757,8.0313,8.3878,8.7494,9.1388,9.5345,9.9341,10.35,10.793,11.241,11.704,12.194,12.704,13.228,13.773,14.35,14.951,15.567,16.214,16.899,17.607,18.344,19.104,19.916,20.763
0.623,1.0649,1.5291,2.0012,2.5,3.0007,3.5024,4.0192,4.5504,5.0779,5.6127,6.1638,6.7268,7.2914,7.8619,8.4518,9.0595,9.6708,10.288,10.929,11.594,12.266,12.949,13.65,14.388,15.14,15.904,16.686,17.515,18.374,19.244,20.144,21.083,22.07,23.083,24.122,25.214,26.362,27.553,28.782,30.061,31.415,32.827,34.298,35.822,37.427,39.126,40.888,42.737,44.661
0.37997,0.64958,0.93306,1.2213,1.5264,1.833,2.1407,2.4571,2.7837,3.1086,3.4382,3.7772,4.1258,4.4761,4.8291,5.1942,5.5733,5.9555,6.3425,6.7401,7.156,7.579,8.0105,8.4467,8.9108,9.3869,9.8731,10.369,10.884,11.429,11.983,12.556,13.144,13.768,14.413,15.077,15.764,16.483,17.244,18.027,18.839,19.687,20.583,21.521,22.491,23.506,24.576,25.703,26.886,28.11
0.22874,0.39013,0.55925,0.73034,0.90997,1.0883,1.2651,1.448,1.6311,1.8102,1.9915,2.176,2.3565,2.5361,2.7196,2.9016,3.0795,3.262,3.4458,3.6245,3.8075,3.9945,4.1766,4.3634,4.5567,4.7458,4.9399,5.1457,5.3481,5.5546,5.7787,6.0015,6.2302,6.4752,6.7257,6.9828,7.2534,7.5387,7.8299,8.1336,8.4573,8.7919,9.133,9.4973,9.8804,10.273,10.68,11.109,11.559,12.027
0.46827,0.79931,1.1459,1.4976,1.8668,2.2338,2.5987,2.9766,3.3564,3.7286,4.106,4.4926,4.8731,5.2518,5.639,6.029,6.4113,6.8011,7.2,7.5946,7.9864,8.397,8.8065,9.2128,9.6381,10.072,10.505,10.945,11.418,11.888,12.362,12.878,13.4,13.931,14.493,15.082,15.683,16.309,16.971,17.66,18.365,19.108,19.895,20.705,21.54,22.424,23.35,24.311,25.303,26.332
0.23876,0.40822,0.58723,0.76909,0.96235,1.158,1.3549,1.5559,1.7663,1.977,2.1908,2.4088,2.6377,2.8695,3.1045,3.3442,3.5941,3.8528,4.117,4.3857,4.6633,4.9536,5.256,5.5634,5.8818,6.2061,6.5555,6.9127,7.2842,7.665,8.0614,8.4803,8.917,9.3689,9.8365,10.325,10.839,11.38,11.941,12.526,13.134,13.781,14.461,15.173,15.917,16.694,17.523,18.396,19.318,20.286
0.58084,0.99126,1.4211,1.857,2.3146,2.7695,3.2215,3.6893,4.1593,4.6197,5.0861,5.5636,6.033,6.4998,6.9771,7.4566,7.9258,8.405,8.8945,9.3769,9.858,10.36,10.859,11.352,11.876,12.403,12.928,13.471,14.043,14.613,15.191,15.823,16.454,17.1,17.791,18.505,19.231,19.998,20.81,21.644,22.504,23.415,24.375,25.361,26.374,27.465,28.597,29.762,30.971,32.247
0.56505,0.96469,1.3833,1.8082,2.2546,2.699,3.1413,3.599,4.0603,4.513,4.9714,5.4436,5.9097,6.3727,6.846,7.3271,7.8008,8.2792,8.7715,9.2645,9.7496,10.258,10.773,11.287,11.805,12.355,12.906,13.451,14.04,14.641,15.246,15.87,16.538,17.217,17.913,18.646,19.418,20.203,21.022,21.894,22.794,23.723,24.699,25.726,26.797,27.9,29.05,30.276,31.542,32.852
0.53136,0.90862,1.306,1.71,2.1388,2.5712,3.006,3.4519,3.9156,4.3789,4.8492,5.3311,5.833,6.3398,6.8527,7.3793,7.9283,8.4905,9.0636,9.645,10.255,10.886,11.537,12.197,12.879,13.592,14.34,15.101,15.889,16.698,17.557,18.448,19.364,20.312,21.295,22.339,23.421,24.544,25.704,26.923,28.207,29.549,30.946,32.397,33.93,35.547,37.246,39.022,40.874,42.843
0.36072,0.61758,0.88985,1.1684,1.4638,1.7671,2.0748,2.3884,2.7228,3.0622,3.4112,3.7679,4.1409,4.5316,4.9338,5.3477,5.7753,6.2227,6.6943,7.1834,7.6906,8.2158,8.761,9.3396,9.9449,10.575,11.227,11.907,12.613,13.37,14.154,14.971,15.817,16.699,17.623,18.602,19.619,20.677,21.777,22.929,24.145,25.427,26.765,28.165,29.634,31.189,32.849,34.592,36.441,38.394
